CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D
030932,14,124,12,01,00,+19,+59.23342,-120.62297,01.2,08,048,3
030932,14,124,16,01,02,+19,+59.23063,-120.62666,03.3,07,042,3
030932,14,124,20,01,00,+10,+59.24081,-120.62932,01.0,07,052,3
030932,14,125,00,01,00,+06,+59.24242,-120.62518,01.0,08,033,3
030932,14,125,04,01,00,+01,+59.24352,-120.62518,00.9,08,047,3
030932,14,125,08,01,00,+03,+59.24052,-120.62873,00.8,09,052,3
030932,14,125,09,30,03,+04,+59.24031,-120.62922,01.5,04,022,3
030932,14,125,10,00,01,+10,+59.24028,-120.62921,01.4,04,022,3
030932,14,125,10,30,07,+09,+59.24015,-120.62935,01.3,06,034,3
030932,14,125,11,00,00,+05,+59.24024,-120.62926,04.9,05,027,3
030932,14,125,11,30,00,+10,+59.24029,-120.62922,01.4,07,047,3
030932,14,125,12,00,00,+10,+59.23995,-120.62999,01.6,07,022,3
030932,14,125,12,30,00,+08,+59.24207,-120.62442,03.9,05,022,3
030932,14,125,13,00,00,+09,+59.24192,-120.62429,01.0,09,034,3
030932,14,125,13,30,00,+10,+59.24345,-120.62392,01.1,10,025,3
030932,14,125,14,00,00,+15,+59.24369,-120.62395,00.9,10,023,3
030932,14,125,14,30,00,+18,+59.24377,-120.62392,01.4,08,023,3
030932,14,125,17,00,00,+25,+59.24382,-120.62310,01.2,06,027,3
030932,14,125,17,30,00,+18,+59.24430,-120.62281,01.3,07,035,3
030932,14,125,18,00,00,+16,+59.24460,-120.62229,01.3,06,022,3
030932,14,125,18,30,00,+13,+59.24456,-120.62236,02.6,04,022,3
030932,14,125,19,00,00,+10,+59.24451,-120.62224,01.7,04,022,3
030932,14,125,19,31,00,+10,+59.24456,-120.62233,01.4,04,060,2
030932,14,125,20,00,00,+10,+59.24437,-120.62162,02.0,04,022,3
030932,14,125,20,30,00,+10,+59.24339,-120.62216,01.9,04,022,3
030932,14,125,21,00,00,+07,+59.24199,-120.62432,02.8,04,022,3
030932,14,125,21,30,00,+06,+59.24037,-120.62889,02.3,05,034,3
030932,14,126,02,01,00,+03,+59.24036,-120.62884,00.8,09,042,3
030932,14,126,04,00,00,+01,+59.24036,-120.62886,01.9,06,022,3
030932,14,126,08,01,03,+08,+59.23591,-120.62723,04.0,05,052,3
030932,14,126,12,01,00,+16,+59.23879,-120.64336,01.1,09,042,3
030932,14,126,16,01,00,+21,+59.23714,-120.64586,01.6,08,052,3
030932,14,126,16,30,00,+22,+59.23873,-120.64237,02.2,05,022,3
030932,14,126,17,00,00,+21,+59.23891,-120.64133,02.1,04,022,3
030932,14,126,17,30,00,+20,+59.23891,-120.64134,01.8,04,022,3
030932,14,126,18,00,00,+22,+59.23892,-120.64128,01.6,04,022,3
030932,14,126,18,30,00,+21,+59.23889,-120.64137,02.6,04,048,3
030932,14,126,19,00,00,+19,+59.23894,-120.64154,01.9,04,022,3
030932,14,126,19,30,00,+17,+59.23858,-120.64096,01.9,04,022,3
030932,14,126,20,00,00,+15,+59.23867,-120.63639,01.2,05,034,3
030932,14,126,20,30,00,+11,+59.24017,-120.62940,01.9,04,022,3
030932,14,126,21,00,00,+11,+59.24016,-120.62940,03.0,04,023,3
030932,14,126,21,30,00,+10,+59.24028,-120.62903,01.7,07,034,3
030932,14,127,02,01,00,+06,+59.23820,-120.62307,01.0,08,042,3
030932,14,127,04,00,00,+09,+59.23817,-120.62306,01.7,06,022,3
030932,14,127,08,01,00,+13,+59.23973,-120.62834,01.3,06,047,3
030932,14,127,12,01,00,+26,+59.24385,-120.62634,01.8,06,047,3
030932,14,127,16,01,00,+20,+59.23946,-120.62636,00.9,09,042,3
030932,14,127,20,01,00,+17,+59.23790,-120.62304,01.3,06,042,3
030932,14,128,00,01,00,+10,+59.23950,-120.62943,02.1,05,037,3
030932,14,128,04,01,10,+09,+59.23930,-120.62944,01.5,09,047,3
030932,14,128,08,01,00,+14,+59.24557,-120.63220,01.3,05,037,3
030932,14,128,12,01,00,+24,+59.24573,-120.63074,01.5,07,047,3
030932,14,128,16,01,00,+29,+59.23857,-120.62873,01.4,09,047,3
030932,14,128,20,01,00,+19,+59.23998,-120.62667,01.2,05,047,3
030932,14,129,00,01,00,+08,+59.23543,-120.62690,01.0,07,047,3
030932,14,129,01,30,00,+10,+59.23542,-120.62684,01.8,04,027,3
030932,14,129,02,00,00,+08,+59.23521,-120.62690,01.4,04,022,3
030932,14,129,02,30,00,+06,+59.23527,-120.62698,01.3,04,022,3
030932,14,129,03,00,00,+05,+59.23543,-120.62684,01.4,07,047,3
030932,14,129,03,30,00,+05,+59.23543,-120.62687,01.1,08,023,3
030932,14,129,04,00,00,+05,+59.23541,-120.62689,01.6,07,023,3
030932,14,129,04,30,00,+06,+59.23555,-120.62689,02.6,05,022,3
030932,14,129,05,00,04,+05,+59.23498,-120.62717,03.0,05,023,3
030932,14,129,05,30,00,+04,+59.23349,-120.62794,03.8,05,022,3
030932,14,129,06,00,20,+02,+59.23599,-120.63541,01.8,07,047,3
030932,14,129,06,30,00,+07,+59.24030,-120.62936,02.7,06,027,3
030932,14,129,15,02,00,+18,+59.21984,-120.58884,02.0,06,052,3
030932,14,129,16,00,00,+26,+59.21961,-120.58876,03.0,07,037,3
030932,14,129,18,31,00,+22,+59.21932,-120.58762,02.0,04,033,3
030932,14,129,19,00,00,+20,+59.21885,-120.58779,01.0,07,048,3
030932,14,129,19,30,00,+19,+59.21887,-120.58783,01.6,06,023,3
030932,14,129,20,00,00,+19,+59.21895,-120.58780,02.8,05,024,3
030932,14,129,20,30,00,+18,+59.21912,-120.58770,01.2,07,038,3
030932,14,129,21,00,00,+17,+59.21888,-120.58784,01.8,06,023,3
030932,14,129,21,30,00,+14,+59.21884,-120.58783,02.3,05,023,3
030932,14,129,22,00,00,+11,+59.21719,-120.58875,02.4,05,023,3
030932,14,129,22,30,00,+09,+59.21491,-120.58831,02.5,05,023,3
030932,14,129,23,00,00,+08,+59.21285,-120.58740,03.1,05,029,3
030932,14,129,23,30,00,+06,+59.20854,-120.58354,01.2,07,038,3
030932,14,130,04,01,00,+07,+59.20568,-120.57617,01.5,05,037,3
030932,14,130,08,01,00,+16,+59.20458,-120.57144,01.3,06,052,3
030932,14,130,12,01,03,+16,+59.20876,-120.56557,02.3,05,052,3
030932,14,130,16,01,08,+24,+59.21049,-120.56712,00.9,08,043,3
030932,14,130,20,01,04,+25,+59.21073,-120.56705,01.3,05,047,3
030932,14,131,00,01,00,+05,+59.21016,-120.56416,00.9,08,052,3
030932,14,131,04,01,00,+08,+59.20960,-120.56373,01.0,08,052,3
030932,14,131,08,01,00,+15,+59.22224,-120.60152,01.7,07,052,3
030932,14,131,12,01,00,+25,+59.23464,-120.60659,01.3,07,048,3
030932,14,131,12,30,00,+25,+59.23536,-120.60857,02.2,06,022,3
030932,14,131,13,00,00,+27,+59.23538,-120.60852,01.6,06,022,3
030932,14,131,13,30,00,+27,+59.23535,-120.60853,01.5,05,023,3
030932,14,131,14,00,00,+24,+59.23695,-120.61566,01.3,05,022,3
030932,14,131,14,31,03,+19,+59.23945,-120.62940,01.0,09,050,3
030932,14,131,15,00,00,+18,+59.23949,-120.62930,01.2,09,022,3
030932,14,131,15,30,00,+17,+59.23944,-120.62935,01.7,07,022,3
030932,14,131,16,00,00,+16,+59.23925,-120.62951,01.3,08,023,3
030932,14,131,16,30,00,+16,+59.23943,-120.62960,01.5,05,023,3
030932,14,131,21,01,00,+14,+59.23663,-120.62454,02.2,05,050,3
030932,14,132,00,00,00,+12,+59.23528,-120.62619,02.5,04,022,3
030932,14,132,04,01,00,+12,+59.23534,-120.62630,01.5,05,042,3
030932,14,132,08,01,04,+11,+59.23191,-120.61843,05.9,03,060,2
030932,14,132,12,01,00,+20,+59.23603,-120.60511,01.2,08,052,3
030932,14,132,14,00,00,+25,+59.23640,-120.60462,01.3,05,022,3
030932,14,132,14,30,02,+26,+59.23595,-120.60427,01.2,05,022,3
030932,14,132,15,00,03,+23,+59.23527,-120.60433,01.4,07,034,3
030932,14,132,15,30,00,+21,+59.23612,-120.60437,01.8,08,027,3
030932,14,132,16,00,00,+23,+59.23726,-120.60484,01.5,07,022,3
030932,14,132,16,30,00,+25,+59.23731,-120.60489,01.5,05,022,3
030932,14,132,17,00,00,+26,+59.23735,-120.60482,01.2,07,035,3
030932,14,132,17,30,00,+24,+59.23730,-120.60491,01.0,06,022,3
030932,14,132,18,00,00,+23,+59.23716,-120.60480,02.0,04,043,3
030932,14,132,18,30,01,+21,+59.23721,-120.60484,01.0,06,022,3
030932,14,132,23,01,00,+08,+59.23535,-120.60565,01.7,06,037,3
030932,14,133,00,00,00,+09,+59.23538,-120.60569,02.1,05,035,3
030932,14,133,04,01,00,+10,+59.23561,-120.60524,01.4,06,052,3
030932,14,133,08,01,00,+26,+59.23962,-120.60533,01.2,07,037,3
030932,14,133,12,01,00,+30,+59.23482,-120.60334,02.3,06,037,3
030932,14,133,16,01,08,+28,+59.22655,-120.60469,01.2,08,047,3
030932,14,133,20,01,00,+25,+59.22430,-120.60547,01.3,06,047,3
030932,14,133,22,30,00,+13,+59.22170,-120.61090,02.9,04,022,3
030932,14,133,23,00,00,+11,+59.21897,-120.61807,02.8,05,041,3
030932,14,133,23,30,00,+10,+59.21842,-120.61688,02.0,05,022,3
030932,14,134,00,00,00,+13,+59.21840,-120.61675,02.2,05,023,3
030932,14,134,00,30,00,+12,+59.21837,-120.61691,01.2,06,048,3
030932,14,134,01,00,00,+14,+59.21838,-120.61691,01.3,06,023,3
030932,14,134,01,30,00,+13,+59.21841,-120.61688,01.3,06,023,3
030932,14,134,02,00,00,+14,+59.21841,-120.61685,01.1,06,023,3
030932,14,134,02,30,00,+16,+59.21840,-120.61688,01.2,05,022,3
030932,14,134,03,00,00,+16,+59.21839,-120.61691,01.2,06,034,3
030932,14,134,03,30,00,+15,+59.21842,-120.61692,01.6,08,023,3
030932,14,134,08,01,00,+19,+59.20025,-120.62368,04.2,04,045,3
030932,14,134,12,01,00,+25,+59.18756,-120.53451,00.0,00,060,3
030932,14,134,16,01,00,+18,+59.18778,-120.53614,01.6,07,047,3
030932,14,134,20,01,00,+10,+59.18757,-120.53453,01.2,07,052,3
030932,14,135,00,01,00,+07,+59.18818,-120.53393,01.0,06,047,3
030932,14,135,04,01,00,+05,+59.18299,-120.53348,00.9,08,043,3
030932,14,135,08,01,00,+09,+59.18065,-120.53957,01.5,07,042,3
030932,14,135,12,01,00,+24,+59.18022,-120.53939,01.5,07,052,3
030932,14,135,16,01,00,+23,+59.18052,-120.53985,01.4,07,048,3
030932,14,135,20,01,00,+17,+59.17964,-120.54169,01.1,04,060,2
030932,14,136,00,01,00,+09,+59.18010,-120.53913,02.1,05,047,3
030932,14,136,04,01,00,+07,+59.18048,-120.53871,01.0,07,052,3
030932,14,136,08,01,00,+19,+59.18069,-120.53874,02.0,05,052,3
030932,14,136,12,01,11,+27,+59.17694,-120.56084,01.5,06,052,3
030932,14,136,16,01,00,+25,+59.18041,-120.53981,01.0,09,053,3
030932,14,136,19,31,00,+24,+59.18057,-120.54105,01.1,07,049,3
030932,14,136,20,00,00,+24,+59.18056,-120.54103,01.0,07,023,3
030932,14,136,20,30,00,+21,+59.18050,-120.54080,01.8,05,023,3
030932,14,136,21,00,00,+18,+59.18067,-120.53995,01.8,05,033,3
030932,14,136,21,30,00,+16,+59.18059,-120.53886,02.5,04,023,3
030932,14,136,22,00,00,+14,+59.18047,-120.53991,02.6,04,023,3
030932,14,136,22,30,00,+13,+59.18050,-120.54008,03.1,04,033,3
030932,14,136,23,00,00,+14,+59.18066,-120.54045,01.7,06,038,3
030932,14,136,23,30,00,+12,+59.18061,-120.53998,02.1,05,023,3
030932,14,137,00,00,00,+11,+59.18066,-120.54009,01.0,06,047,3
030932,14,137,00,30,00,+14,+59.18067,-120.53999,01.8,04,022,3
030932,14,137,05,01,00,+07,+59.18027,-120.53859,01.5,06,037,3
030932,14,137,08,01,00,+19,+59.18077,-120.54138,01.2,04,037,3
030932,14,137,12,01,02,+28,+59.18049,-120.54116,01.1,08,043,3
030932,14,137,16,01,00,+24,+59.18050,-120.54103,01.0,09,055,3
030932,14,137,20,01,07,+23,+59.18056,-120.54099,01.3,05,052,3
030932,14,138,00,01,00,+15,+59.18056,-120.54085,01.3,05,047,3
030932,14,138,04,01,00,+18,+59.18057,-120.54102,01.1,08,042,3
030932,14,138,04,30,00,+18,+59.18062,-120.54106,01.5,06,022,3
030932,14,138,05,00,00,+14,+59.18054,-120.54103,01.4,07,022,3
030932,14,138,05,30,00,+13,+59.18058,-120.54095,02.3,05,022,3
030932,14,138,06,00,00,+14,+59.18066,-120.54100,01.2,05,034,3
030932,14,138,06,30,00,+15,+59.18050,-120.54105,01.2,08,022,3
030932,14,138,07,00,00,+18,+59.18052,-120.54105,01.7,06,022,3
030932,14,138,07,30,00,+19,+59.18053,-120.54102,01.2,06,023,3
030932,14,138,08,00,00,+22,+59.18050,-120.54106,02.2,05,022,3
030932,14,138,08,30,00,+21,+59.18052,-120.54105,02.0,04,022,3
030932,14,138,13,01,00,+29,+59.18044,-120.54126,01.0,09,037,3
030932,14,138,16,01,00,+29,+59.18042,-120.54136,01.4,06,037,3
030932,14,138,20,01,00,+20,+59.18037,-120.54125,00.9,08,047,3
030932,14,139,00,01,00,+16,+59.18037,-120.54109,02.0,04,047,3
030932,14,139,04,01,04,+12,+59.18028,-120.54103,02.1,06,047,3
030932,14,139,08,01,00,+21,+59.18029,-120.54092,01.6,06,047,3
030932,14,139,11,01,00,+25,+59.18000,-120.54100,02.1,04,060,2
030932,14,139,11,30,00,+26,+59.18005,-120.54095,01.2,08,036,3
030932,14,139,12,00,00,+27,+59.18007,-120.54103,01.3,08,022,3
030932,14,139,12,30,00,+29,+59.18011,-120.54100,01.1,08,022,3
030932,14,139,13,00,00,+29,+59.18011,-120.54100,01.0,08,022,3
030932,14,139,13,30,00,+30,+59.18012,-120.54103,01.0,08,022,3
030932,14,139,14,00,00,+30,+59.18009,-120.54102,01.1,06,022,3
030932,14,139,14,30,00,+30,+59.18008,-120.54103,02.3,05,023,3
030932,14,139,15,00,00,+28,+59.17993,-120.54106,02.2,06,034,3
030932,14,139,15,30,00,+25,+59.18013,-120.54096,01.7,05,027,3
030932,14,139,20,01,00,+20,+59.18018,-120.54090,01.0,07,037,3
030932,14,140,00,01,00,+19,+59.18018,-120.54100,02.0,04,047,3
030932,14,140,04,01,00,+17,+59.18053,-120.54102,01.1,08,047,3
030932,14,140,08,01,00,+16,+59.18059,-120.54103,00.9,07,058,3
030932,14,140,12,01,00,+24,+59.18062,-120.54130,01.1,08,052,3
030932,14,140,16,01,00,+25,+59.18030,-120.54113,01.0,07,043,3
030932,14,140,20,01,00,+23,+59.18032,-120.54122,03.0,04,046,3
030932,14,141,00,01,01,+12,+59.18017,-120.54096,01.5,05,052,3
030932,14,141,04,01,00,+14,+59.17986,-120.53955,01.0,08,042,3
030932,14,141,08,01,10,+10,+59.18014,-120.53894,01.8,05,052,3
030932,14,141,12,01,05,+11,+59.18035,-120.53948,01.1,08,047,3
030932,14,141,16,01,00,+19,+59.18008,-120.53967,01.5,05,053,3
030932,14,141,20,01,00,+17,+59.18011,-120.53984,02.0,05,057,3
030932,14,141,22,31,00,+12,+59.18033,-120.53955,01.2,07,039,3
030932,14,141,23,00,00,+13,+59.18033,-120.53953,02.1,05,022,3
030932,14,141,23,30,00,+13,+59.18040,-120.53967,02.5,05,022,3
030932,14,142,00,00,00,+09,+59.18043,-120.53965,01.6,05,035,3
030932,14,142,00,30,00,+10,+59.18032,-120.53969,01.9,05,022,3
030932,14,142,01,00,00,+11,+59.18037,-120.53964,01.3,05,023,3
030932,14,142,01,30,00,+11,+59.18041,-120.53969,01.4,04,022,3
030932,14,142,02,00,00,+11,+59.18041,-120.53965,01.3,08,043,3
030932,14,142,02,30,00,+12,+59.18036,-120.53964,01.8,08,023,3
030932,14,142,03,00,00,+10,+59.18044,-120.53981,02.8,07,022,3
030932,14,142,03,30,00,+07,+59.18057,-120.53984,02.4,06,022,3
030932,14,142,08,01,00,+13,+59.18068,-120.53991,01.7,05,056,3
030932,14,142,12,01,00,+24,+59.18062,-120.54036,01.0,09,052,3
030932,14,142,16,01,00,+25,+59.17960,-120.54103,02.3,04,052,3
030932,14,142,20,01,00,+23,+59.17984,-120.54087,01.7,06,052,3
030932,14,143,00,01,00,+17,+59.17981,-120.54096,01.2,05,052,3
030932,14,143,04,01,00,+16,+59.17991,-120.54093,01.9,06,051,3
030932,14,143,08,01,00,+12,+59.17854,-120.54371,01.6,05,052,3
030932,14,143,12,01,00,+17,+59.17840,-120.54318,01.4,07,042,3
030932,14,143,16,01,00,+21,+59.17893,-120.54461,01.2,07,047,3
030932,14,143,20,01,00,+17,+59.17884,-120.54399,01.2,07,047,3
030932,14,144,00,01,00,+10,+59.17822,-120.54618,02.3,04,038,3
030932,14,144,04,01,00,+05,+59.17789,-120.54618,01.1,08,048,3
030932,14,144,08,01,00,+12,+59.17780,-120.54696,01.1,06,052,3
030932,14,144,12,01,00,+19,+59.17808,-120.54848,02.5,06,038,3
030932,14,144,16,01,00,+25,+59.17793,-120.54691,02.6,04,052,3
030932,14,144,20,01,00,+21,+59.17789,-120.54603,01.2,07,047,3
030932,14,145,00,01,00,+17,+59.17792,-120.54685,01.0,07,047,3
030932,14,145,04,01,00,+07,+59.17776,-120.54698,01.5,06,047,3
030932,14,145,08,01,00,+19,+59.17821,-120.54442,01.4,05,047,3
030932,14,145,12,01,00,+25,+59.17854,-120.54405,01.3,08,052,3
030932,14,145,16,01,00,+31,+59.17789,-120.54418,03.0,04,060,2
030932,14,145,20,01,00,+25,+59.17794,-120.54409,01.9,06,047,3
030932,14,146,00,01,00,+10,+59.17843,-120.54421,01.2,07,052,3
030932,14,146,04,01,00,+07,+59.17794,-120.54461,01.2,08,047,3
030932,14,146,08,01,00,+21,+59.17844,-120.54303,01.5,06,042,3
030932,14,146,12,01,00,+20,+59.17895,-120.53846,01.2,06,052,3
030932,14,146,20,01,00,+24,+59.17990,-120.54822,01.8,06,042,3
030932,14,147,00,01,00,+10,+59.17882,-120.54428,01.8,05,052,3
030932,14,147,04,01,00,+09,+59.17845,-120.54382,01.3,07,052,3
030932,14,147,08,01,00,+23,+59.17992,-120.55297,01.7,05,052,3
030932,14,147,12,01,00,+26,+59.18656,-120.56082,01.2,09,058,3
030932,14,147,16,01,00,+25,+59.18901,-120.55979,00.9,08,052,3
030932,14,147,20,01,00,+25,+59.18957,-120.55979,02.1,05,052,3
030932,14,148,00,01,00,+12,+59.20268,-120.56378,01.0,07,052,3
030932,14,148,04,01,00,+11,+59.20335,-120.56540,01.1,08,052,3
030932,14,148,08,01,00,+19,+59.20378,-120.56963,01.1,07,052,3
030932,14,148,08,30,00,+20,+59.20377,-120.56970,01.3,06,022,3
030932,14,148,09,00,00,+20,+59.20354,-120.57000,03.3,05,023,3
030932,14,148,09,30,00,+21,+59.20393,-120.57102,03.2,05,022,3
030932,14,148,10,00,00,+24,+59.20436,-120.56953,01.3,08,034,3
030932,14,148,10,30,00,+25,+59.20374,-120.57032,01.5,07,022,3
030932,14,148,11,00,00,+24,+59.20438,-120.57128,02.1,05,022,3
030932,14,148,11,30,00,+26,+59.20440,-120.57126,01.6,05,022,3
030932,14,148,12,00,00,+26,+59.20439,-120.57116,01.4,05,022,3
030932,14,148,12,30,00,+26,+59.20444,-120.57121,01.3,08,047,3
030932,14,148,13,00,00,+28,+59.20455,-120.57140,02.2,06,022,3
030932,14,148,13,30,00,+28,+59.20579,-120.56970,02.5,06,022,3
030932,14,148,18,01,00,+30,+59.20616,-120.56964,01.4,06,037,3
030932,14,148,20,00,00,+23,+59.21008,-120.56661,04.7,05,022,3
030932,14,149,00,01,00,+10,+59.21038,-120.56597,00.9,08,052,3
030932,14,149,04,01,00,+08,+59.21038,-120.56591,01.1,09,042,3
030932,14,149,08,01,00,+19,+59.21057,-120.56698,01.2,06,057,3
030932,14,149,12,01,00,+30,+59.21089,-120.56679,01.2,07,037,3
030932,14,149,16,01,00,+24,+59.21058,-120.62545,01.0,07,047,3
030932,14,150,00,02,00,+18,+59.23373,-120.65493,01.7,06,052,3
030932,14,150,04,01,00,+14,+59.23427,-120.65245,01.4,05,052,3
030932,14,150,04,31,00,+13,+59.23384,-120.65293,01.0,09,052,3
030932,14,150,05,00,00,+15,+59.23388,-120.65293,01.1,07,023,3
030932,14,150,05,30,00,+16,+59.23384,-120.65290,01.5,06,023,3
030932,14,150,06,00,00,+18,+59.23385,-120.65296,01.0,09,034,3
030932,14,150,06,30,00,+19,+59.23386,-120.65296,01.1,08,018,3
030932,14,150,07,00,00,+22,+59.23386,-120.65300,01.0,08,022,3
030932,14,150,07,30,00,+22,+59.23378,-120.65282,02.1,04,022,3
030932,14,150,08,00,00,+22,+59.23381,-120.65270,01.9,04,027,3
030932,14,150,08,30,00,+25,+59.23386,-120.65279,02.5,05,047,3
030932,14,150,09,00,00,+28,+59.23386,-120.65273,02.2,05,022,3
030932,14,150,09,30,00,+26,+59.23415,-120.65222,02.1,05,022,3
030932,14,150,14,01,00,+31,+59.23409,-120.65277,01.3,09,037,3
030932,14,150,16,00,00,+22,+59.23394,-120.65255,01.4,04,027,3
030932,14,151,00,02,00,+11,+59.21078,-120.57562,01.0,07,048,3
030932,14,151,03,01,00,+13,+59.21078,-120.57592,01.0,09,054,3
030932,14,151,03,30,00,+11,+59.21119,-120.57508,00.9,09,023,3
030932,14,151,04,00,00,+10,+59.21117,-120.57450,01.6,06,022,3
030932,14,151,04,31,00,+10,+59.21080,-120.57508,01.4,06,046,3
030932,14,151,05,00,00,+11,+59.21031,-120.56950,01.4,05,023,3
030932,14,151,05,30,00,+11,+59.20958,-120.56466,01.6,04,023,3
030932,14,151,06,00,00,+11,+59.20716,-120.56197,01.2,05,034,3
030932,14,151,06,30,00,+15,+59.20702,-120.56166,02.1,07,023,3
030932,14,151,07,00,00,+16,+59.20706,-120.56096,00.9,08,024,3
030932,14,151,07,30,00,+14,+59.20660,-120.56086,01.7,05,022,3
030932,14,151,12,01,00,+23,+59.20515,-120.56096,00.9,09,047,3
030932,14,151,16,01,00,+30,+59.20436,-120.56349,01.1,07,047,3
030932,14,151,20,01,00,+19,+59.17958,-120.54222,02.3,05,042,3
030932,14,152,00,01,00,+12,+59.17828,-120.54374,00.9,08,043,3
030932,14,152,00,30,00,+09,+59.17839,-120.54404,01.4,07,022,3
030932,14,152,01,00,00,+10,+59.17825,-120.54415,01.7,06,023,3
030932,14,152,01,30,00,+08,+59.17826,-120.54367,01.8,06,023,3
030932,14,152,02,00,00,+08,+59.17851,-120.54296,01.6,06,023,3
030932,14,152,02,30,00,+08,+59.17860,-120.54325,01.8,04,023,3
030932,14,152,03,00,00,+08,+59.17819,-120.54360,01.5,04,022,3
030932,14,152,03,30,00,+07,+59.17813,-120.54386,01.4,04,022,3
030932,14,152,04,00,00,+10,+59.17813,-120.54385,01.0,09,047,3
030932,14,152,04,30,00,+10,+59.17820,-120.54383,01.3,07,022,3
030932,14,152,09,01,00,+23,+59.17533,-120.53493,01.1,06,037,3
030932,14,152,12,01,00,+42,+59.17556,-120.53498,00.0,00,060,3
030932,14,152,16,01,00,+28,+59.17550,-120.53397,01.7,05,052,3
030932,14,153,04,02,00,+16,+59.17591,-120.53604,01.0,08,052,3
030932,14,153,12,01,00,+34,+59.17525,-120.53393,01.6,07,042,3
030932,14,153,16,01,00,+28,+59.17322,-120.53155,01.4,05,052,3
030932,14,153,20,01,00,+22,+59.17329,-120.53128,03.0,05,047,3
030932,14,154,00,01,00,+16,+59.17324,-120.53088,01.2,09,052,3
030932,14,154,04,01,00,+12,+59.17592,-120.53226,01.6,07,047,3
030932,14,154,08,01,00,+08,+59.17835,-120.54436,01.2,06,042,3
030932,14,154,12,01,00,+07,+59.18022,-120.53877,02.0,06,042,3
030932,14,154,20,02,00,+10,+59.18123,-120.53509,02.1,05,052,3
030932,14,155,00,01,00,+08,+59.18078,-120.53615,02.1,05,037,3
030932,14,155,04,01,00,+09,+59.18165,-120.53514,01.7,06,037,3
030932,14,155,08,01,00,+10,+59.17556,-120.53564,02.3,05,057,3
030932,14,155,12,01,00,+17,+59.17559,-120.53601,01.3,07,047,3
030932,14,155,16,01,00,+19,+59.17590,-120.53604,01.7,06,047,3
030932,14,155,20,01,00,+19,+59.17593,-120.53608,01.0,08,047,3
030932,14,156,00,01,00,+06,+59.17583,-120.53598,01.7,04,047,3
030932,14,156,04,01,00,+05,+59.17551,-120.53560,02.0,05,047,3
030932,14,156,08,01,00,+17,+59.17526,-120.53387,02.1,05,047,3
030932,14,156,12,01,00,+20,+59.17569,-120.52899,01.7,07,047,3
030932,14,156,16,01,00,+24,+59.17640,-120.53530,01.7,05,047,3
030932,14,156,20,01,00,+16,+59.17936,-120.54180,03.3,04,060,2
030932,14,157,00,01,00,+12,+59.18143,-120.52483,01.8,04,060,2
030932,14,157,04,01,00,+11,+59.18112,-120.52835,01.1,07,052,3
030932,14,157,05,00,00,+11,+59.18111,-120.52835,01.5,05,022,3
030932,14,157,05,30,00,+13,+59.18105,-120.52835,01.0,08,034,3
030932,14,157,06,00,00,+13,+59.18066,-120.52861,01.0,08,022,3
030932,14,157,06,30,00,+13,+59.17570,-120.52620,01.5,07,022,3
030932,14,157,07,00,00,+15,+59.17598,-120.52993,02.2,04,023,3
030932,14,157,07,30,08,+15,+59.17483,-120.53031,02.9,04,022,3
030932,14,157,08,00,10,+14,+59.17578,-120.53131,01.5,05,047,3
030932,14,157,08,30,00,+19,+59.17578,-120.53134,01.4,05,022,3
030932,14,157,09,00,00,+21,+59.17577,-120.53137,01.6,05,022,3
030932,14,157,09,30,00,+21,+59.17578,-120.53160,01.8,05,022,3
030932,14,157,14,01,00,+21,+59.17600,-120.53060,01.3,05,037,3
030932,14,157,14,30,00,+22,+59.17604,-120.53027,01.4,05,022,3
030932,14,157,15,00,00,+25,+59.17600,-120.53028,01.1,08,034,3
030932,14,157,15,30,00,+23,+59.17603,-120.53027,01.8,05,022,3
030932,14,157,16,00,00,+24,+59.17602,-120.53025,01.8,04,022,3
030932,14,157,16,30,00,+25,+59.17603,-120.53029,02.0,04,022,3
030932,14,157,17,00,00,+26,+59.17602,-120.53024,01.0,07,034,3
030932,14,157,17,30,00,+27,+59.17602,-120.53028,01.4,06,022,3
030932,14,157,18,00,00,+25,+59.17539,-120.53067,01.7,05,022,3
030932,14,157,23,01,00,+12,+59.17526,-120.53778,01.9,05,052,3
030932,14,158,00,00,00,+11,+59.17568,-120.53772,01.8,06,023,3
030932,14,158,04,01,00,+07,+59.17657,-120.53779,01.1,08,048,3
030932,14,158,08,01,00,+17,+59.17631,-120.53820,01.5,06,048,3
030932,14,158,12,01,00,+29,+59.17610,-120.53774,03.5,05,053,3
030932,14,158,20,01,03,+16,+59.17149,-120.54335,02.7,04,052,3
030932,14,159,02,31,00,+06,+59.17953,-120.55315,01.1,08,048,3
030932,14,159,03,00,00,+05,+59.18104,-120.56022,02.1,06,022,3
030932,14,159,03,30,00,+05,+59.18556,-120.57353,02.2,06,023,3
030932,14,159,04,00,00,+06,+59.18560,-120.57376,01.7,05,022,3
030932,14,159,04,30,00,+07,+59.18576,-120.57405,01.3,07,041,3
030932,14,159,05,00,00,+10,+59.18568,-120.57373,01.3,07,022,3
030932,14,159,05,30,00,+12,+59.18590,-120.57390,01.6,05,022,3
030932,14,159,06,00,00,+13,+59.18597,-120.57400,01.4,05,022,3
030932,14,159,06,30,00,+14,+59.18590,-120.57365,01.2,05,022,3
